Phase_1,Phase_2,Phase_3,B-cell,Rituximab,Cyclophosphamide,Mycophenolate,Mofetil,Gemcitabine,Bortezomib,R-CHOP,R-DHAP,JCAR017,inhibitor,MK2206,acid,text_lsa_title_0,text_lsa_loc_0,text_lsa_title_1,text_lsa_loc_1,text_lsa_title_2,text_lsa_loc_2,text_lsa_title_3,text_lsa_loc_3,text_lsa_title_4,text_lsa_loc_4,text_lsa_title_5,text_lsa_loc_5,text_lsa_title_6,text_lsa_loc_6,text_lsa_title_7,text_lsa_loc_7,text_lsa_title_8,text_lsa_loc_8,text_lsa_title_9,text_lsa_loc_9,KMeans_24_clust
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29749366318721043,0.08268825837137277,-0.3197454409236252,2.0892178588506485e-06,-0.029318788694048928,0.09760157280842502,-0.08437643615643979,0.159320167506781,0.02215814208907607,0.011205243995543741,-0.044034400652696946,-0.02660806110681626,-0.06394622837218263,-0.008026969168648439,0.12952629700320734,-0.04051483159116386,0.027855880801188452,-0.022389654219049097,-0.0523987778033142,-0.06465554404327963,16
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27620058195101255,0.14960063268785811,-0.11503798273301964,8.338533617317063e-06,0.10115556912074994,0.22116049033874138,0.11170325528455162,0.2825155444113154,-0.037990289996110496,0.007349435726556082,-0.031756554009835826,-0.027906304208160555,-0.06452243402363185,-0.005553651790232084,-0.012585446056166369,-0.0687967273196019,0.024579891299185565,-0.021732643616461354,-0.04665381303656671,0.04343404659991978,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4093654561859107,0.4210746762047286,-0.10806388964406949,-2.384569777124073e-05,0.16505930302263175,0.024227209327913675,-0.023893063541444604,0.08500532303143041,-0.09221167105986648,-0.03416469139615135,0.03108270281250726,-0.012943666910802301,-0.06353042523554593,0.05470731969122623,-0.059019210701868004,0.18955973699185433,-0.09761619515862996,-0.053560651758760305,-0.07806557734833701,-0.03028109305934126,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22692616708789173,0.07402216336013799,-0.06311776539988155,-2.2816082295972455e-06,0.22077252986988397,-0.0003358779190705575,0.09027871303585841,0.013799338571029244,0.07662409939567029,0.01273899330939226,-0.06397232824307306,0.00291036949596191,-0.16493899053237865,-0.007631310626610228,0.053139485183272606,0.036546288880183575,-0.09167604206807929,0.00817202211183733,0.01089543872094841,-0.01132834041809988,4
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11781713274405178,0.0783738429937678,-0.05173130617373969,9.845206745032552e-06,-0.03139782057874008,0.1532505824466013,0.16239680293668632,0.18434884624691666,0.27409028000202995,-0.026769766583995398,0.07064484607673385,-0.03235873917848335,0.043785182548241215,0.0014771357765702385,-0.036574968632346674,-0.03950354847100643,0.08295099720269514,-0.019345606873491263,-0.07829538698877624,0.01685948911929957,16
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20428245082869276,0.08374335447687026,-0.07672756750093375,6.435608434291579e-06,0.20583206792041076,0.14338961677745662,0.1151918444153082,0.13174132992843582,-0.023644372898527707,-0.00608315906752227,-0.045553482778022375,0.0007033008353351859,-0.14099934905164063,0.028976568267007483,0.023724520924041308,0.10111189533439564,-0.012706384328455967,0.14821248127756542,-0.12958262218480734,0.10329353744075855,16
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26051194899863583,0.02137995073708809,-0.11760781172922775,-8.157906623454244e-07,0.16394096591919757,0.2196522159773645,-0.017479616486856506,-0.1944640347042023,0.07336218011419374,0.09621746929318194,-0.05476572504889565,-0.09903167726695168,-0.02813451588897665,-0.007071964447084936,0.01412857843830749,0.004362839812336354,-0.18690863797066756,-0.009378595318504697,-0.04197450877829779,-0.05702168014463296,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16436122034661266,0.0923055025883366,-0.060568151441362995,4.464102709435071e-06,0.14419008692226956,0.12468852249925302,0.059811003783740026,0.15812281378084825,-0.02677913046415169,0.006706518593436815,-0.021410330347776067,-0.0002050846617683476,-0.05355215469668119,0.06030983889973881,-0.012170052330517685,0.2621165569245833,-0.07516393643813306,0.3972149574828359,-0.03665269775158026,-0.001199069060268488,22
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.31633033119985005,0.4461300297300528,-0.12296813736601983,-4.2159281401980894e-05,0.22701765480621586,-0.06682690551990139,-0.05615809676822585,-0.03979343757966842,0.08741372385412825,-0.03770623757470699,-0.020304102533055562,-0.0031397308435407154,0.0724490028791961,0.03560909925425443,-0.05529080703568549,0.0487218200736281,0.011169920951768957,-0.13333286766826977,-0.05770314799185419,0.011363768384455214,4
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11588606498890225,0.3604021826608819,-0.035782858705576966,-4.267085976217457e-05,0.11401990461789736,-0.12797497776788694,0.038913139988585026,-0.11046434817112916,0.02173374279777911,-0.2833645695950623,-0.04389653657278153,-0.25101373927799603,-0.08770587490596858,-0.30067285443824343,0.039480843321432924,-0.2699398091107893,-0.012156163603416453,0.26954426358649836,-0.08412588351843138,0.05439383071800687,8
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2818908431143148,0.1571474222374074,-0.13309456778719958,-8.033883087221188e-06,0.01461125935496603,0.07475810411799079,-0.02369814905633905,-0.10277018076502854,-0.06570501548710661,-0.1905339766226869,0.08864993935142154,0.13508721174557656,-0.16560198346071314,0.3622224122563417,0.022189448292468456,-0.1793276927144499,0.06831173044501815,0.2970686763263487,-0.03484039563082825,-0.10037789471029603,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21967868319484313,0.2164354336325192,-0.10730946198447588,-1.759867634114925e-05,0.08847774814851683,0.07959921612714897,0.011899955151156699,-0.13321116091766236,-0.04386899285271767,-0.1367198052098411,-0.004066080467778332,0.1362763030089319,-0.06756868182887313,0.3736825448311171,-0.002420695960580127,-0.21338504705173114,-0.06335940677173492,0.21963949654963277,-0.09245977532424875,-0.08964068442814503,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1982488558860835,0.18791761934135165,-0.08823520934186507,-1.9597964496931177e-06,0.12281530821486301,0.15023532592018604,0.054856835277578536,0.2187361885546607,-0.03279724619369953,0.0038196496385393144,-0.028264698927644438,-0.02043042659303775,-0.07686246195511207,0.06593230765623234,0.014237767951761581,0.43983929574571323,-0.03818692278170709,0.6641921708542273,-0.07147355708213717,-0.06615044749999435,22
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2561366432898777,0.641104979831014,-0.07222231021218622,-7.073497594622159e-05,-0.153252083346792,-0.19357169763364648,-0.03622899065362045,-0.05845135507596176,0.07629833054016155,0.10922109949760299,-0.18901147053689663,-0.06646061171541057,0.06804658818362275,-0.25179109178764403,0.09305928576807346,-0.2899120152041864,0.06021641579574852,0.24215503854652654,-0.09118752095422436,-0.0015512863703770387,8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20340159322683285,0.33959628352341137,-0.1206231719297557,-3.313425954542554e-05,-0.003129952287811388,-0.027986812803774498,-0.03154390444410181,-0.008383768380536586,0.26879666324509427,-0.049170314503295134,-0.23523016920417242,-0.008103310147982235,0.13207601868980598,0.02392434858585501,0.10734181752520651,0.001482801358950799,0.1839720254494978,-0.1803891148162265,0.15154607290158925,0.10175935531534934,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2821593420712844,0.4335261476062932,-0.13454475607451993,-3.3868198410699914e-06,0.03161394910089343,0.3832008466019308,0.10726781031709616,-0.05771457728250973,-0.10867094348867547,-0.08638710574401802,-0.04938634141662567,0.07267715916043682,0.06689392297054668,-0.05448733323265842,0.010552880750645493,0.03112078107814974,-0.16066054485651937,0.015588635813801946,0.0018952034373062698,0.2511941210488714,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42098437753707435,0.12713612433725913,-0.23868074786016774,1.6852003278499207e-05,0.2741574085928114,0.2424796144646995,0.06365682090045426,0.3035142545240471,0.047890581102069,-0.01711176383535838,-0.15072053405520305,-0.02836711238301596,-0.015828543200361492,0.01889805248777925,0.09424700232769924,-0.021124774296533415,-0.00928995614361557,0.006602856570776896,-0.21341642911481318,0.03324229452544579,4
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24349872878260426,0.04618504191709661,-0.30406966770791793,-2.3080006637742044e-06,-0.0032301106010092146,0.4370471004654672,-0.10879437004434869,-0.41020476873747547,0.08146710500491389,0.19215659786211012,-0.0712696286018059,-0.21277768646413364,0.08680893846622448,-0.006744927932440099,0.07221504168477738,0.0025648920068271717,-0.020782293218854882,-0.01643371408852155,-0.06130955283018895,-0.1438859162693559,20
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1940105273823341,0.22801015510894007,-0.0484963314131447,-1.3126177463165329e-05,-0.05681369186410065,0.07380567610795838,-0.024600653617932972,0.03893178748355557,0.007067205891757472,-0.029949859635686932,0.12027534690332287,0.03552301369236373,0.0008106835087280978,0.059758774150478894,0.14693191964415964,0.005508841335823412,0.05481150426083393,-0.030270911603436153,-0.07036248799871934,0.09431330913665145,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29963283995177104,0.06631010291500354,-0.14293504678137178,8.981821012109915e-06,-0.24804816881017006,0.22261288329093507,0.18107668812800493,0.34126176800780467,0.06085527707648501,-0.016604351408682105,0.23975229815056337,-0.0763639608894529,-0.07113702893401729,-0.027652439581401983,-0.041400078767759786,-0.2690043550437014,0.05595217070912652,-0.10965514607165572,0.00889044796788042,-0.23646919801192562,3
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25797537084303407,0.07380718872727533,0.07929822415906475,1.9084811515774852e-05,-0.028760701346283446,0.3008539937655515,0.06615606168750936,0.39816215172952546,0.013051563489764124,-0.04390973963172721,0.03709785211490563,-0.07382713866345102,0.022782932181805784,-0.006448309595377326,0.028405653781072678,-0.22739538267466694,-0.06831111062655539,-0.07252939310118099,0.15052025203764022,-0.17117364027917464,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41847559714805804,0.08644752996452483,-0.12051418164069631,6.9543934622987876e-06,0.1417947671407286,0.14092856336259998,0.13170329388185442,0.12280790388513739,-0.09312316192902846,-0.006335264446347071,-0.06344051243433453,0.0020546764313394473,-0.06011433115402753,0.012293526409366203,0.018659421945774544,0.014871755706974474,-0.10099349722894024,-0.005289938548486064,-0.14270810755797322,0.13452645520609485,4
